Unnamed: 0,price,full_address,zipcode,beds,baths,latitude,longitude
3849,1125000,"424 Missouri Ave NW APT 3, Washington, DC 20011",20011,3,4,38.95789,-77.0194
3850,449000,"911 Kennedy St NW APT 4, Washington, DC 20011",20011,2,2,38.95648,-77.02638
3852,699000,"5128 New Hampshire Ave NW, Washington, DC 20011",20011,3,3,38.95288,-77.01201
3853,449900,"3934 14th St NW #101, Washington, DC 20011",20011,2,1,38.93961,-77.033
3854,795000,"4431 Iowa Ave NW, Washington, DC 20011",20011,4,3,38.94488,-77.02793
3855,865000,"123 Peabody St NW, Washington, DC 20011",20011,4,2,38.96293,-77.01309
3856,285000,"5611 5th St NW APT 31, Washington, DC 20011",20011,1,1,38.95796,-77.0197
3857,339000,"623 Kennedy St NW #4, Washington, DC 20011",20011,1,1,38.9566,-77.02179
3858,345000,"623 Kennedy St NW #3, Washington, DC 20011",20011,1,1,38.9566,-77.02179
3859,895000,"5003 4th St NW, Washington, DC 20011",20011,4,2,38.95129,-77.01726
3860,369000,"623 Kennedy St NW #2, Washington, DC 20011",20011,2,1,38.9566,-77.02179
3861,1025000,"424 Missouri Ave NW APT 1, Washington, DC 20011",20011,3,3,38.95789,-77.0194
3862,925000,"1215 Kennedy St NW, Washington, DC 20011",20011,5,3,38.95643,-77.02879
3863,349000,"623 Kennedy St NW #1, Washington, DC 20011",20011,2,1,38.9566,-77.02179
3864,474900,"3934 14th St NW #403, Washington, DC 20011",20011,1,2,38.93961,-77.033
3865,369900,"4012 Georgia Ave NW UNIT C02, Washington, DC 20011",20011,1,1,38.94027,-77.02538
3866,949900,"1321 Shepherd St NW #1, Washington, DC 20011",20011,2,3,38.93996,-77.03094
3867,1700000,"3927 7th St NW, Washington, DC 20011",20011,8,3,38.93956,-77.02125
3869,414900,"3934 14th St NW #102, Washington, DC 20011",20011,1,1,38.93961,-77.033
3875,545000,"675 E St NW, Washington, DC 20004",20004,1,1,38.89636,-77.02162
3878,489900,"915 E St NW #315, Washington, DC 20004",20004,1,1,38.89627,-77.02528
3896,624900,"1940 3rd St NE #10, Washington, DC 20002",20002,2,2,38.91677,-77.00246
3897,112500,"1311 Delaware Ave SW UNIT S147, Washington, DC 20024",20024,1,1,38.87344,-77.01545
3898,799900,"213 Bates St NW #1, Washington, DC 20001",20001,3,3,38.91057,-77.01408
3899,899900,"1825 N Capitol St NE #1, Washington, DC 20002",20002,4,3,38.91496,-77.00873
3900,1299995,"36 T St NW, Washington, DC 20001",20001,5,4,38.91538,-77.01035
3902,920000,"1025 1st St SE APT 1006, Washington, DC 20003",20003,2,2,38.87779,-77.00619
3903,838000,"1166 Abbey Pl NE #1, Washington, DC 20002",20002,2,3,38.90539,-77.00151
3904,849000,"2505 N Capitol St NE, Washington, DC 20002",20002,3,3,38.92262,-77.00872
3905,450000,"70 N St SW #N710, Washington, DC 20003",20003,1,1,38.87481,-77.00698
3906,290000,"800 4th St SW APT S616, Washington, DC 20024",20024,1,1,38.88029,-77.01713
3907,549900,"1860 Bryant St NE, Washington, DC 20018",20018,4,4,38.92165,-76.97709
3908,775000,"66 Bates St NW, Washington, DC 20001",20001,4,3,38.91018,-77.01131
3909,729999,"1111 Michigan Ave NE, Washington, DC 20017",20017,4,1,38.93761,-76.99128
3910,790000,"2841 Mills Ave NE, Washington, DC 20018",20018,4,3,38.9266,-76.97239
3911,679900,"2602 30th St NE, Washington, DC 20018",20018,4,4,38.92422,-76.96677
3912,895900,"152 R St NE, Washington, DC 20002",20002,4,4,38.91284,-77.00458
3914,975000,"403 O St NW, Washington, DC 20001",20001,5,3,38.90874,-77.01642
3915,3150000,"430 New Jersey Ave SE, Washington, DC 20003",20003,4,4,38.88428,-77.00659
3916,587500,"3133 Newton St NE, Washington, DC 20018",20018,3,2,38.93394,-76.96359
3919,649900,"1625 Eckington Pl NE PENTHOUSE 301, Washington, DC 20002",20002,2,2,38.91202,-77.00361
3921,599900,"4320 21st St NE, Washington, DC 20018",20018,3,2,38.94256,-76.97546
3922,829900,"25 Rhode Island Ave NW, Washington, DC 20001",20001,4,4,38.91669,-77.01017
3923,339000,"811 4th St NW UNIT 522, Washington, DC 20001",20001,1,1,38.90097,-77.01592
3924,625000,"2016 4th St NE #1, Washington, DC 20002",20002,2,3,38.91755,-77.00086
3926,929000,"1300 4th St SE UNIT 912, Washington, DC 20003",20003,2,2,38.874516,-77.0
3927,888000,"301 Massachusetts Ave NW APT 1003, Washington, DC 20001",20001,2,2,38.89994,-77.01508
3928,699000,"55 Rhode Island Ave NW APT 1, Washington, DC 20001",20001,3,3,38.91643,-77.0111
3929,469750,"400 Massachusetts Ave NW APT 221, Washington, DC 20001",20001,1,1,38.90011,-77.01688
3930,475000,"437 New York Ave NW APT 324, Washington, DC 20001",20001,1,1,38.90498,-77.01729
3931,610000,"1000 New Jersey Ave SE APT 1115, Washington, DC 20003",20003,2,2,38.87801,-77.00433
3932,649900,"50 Florida Ave NE #221, Washington, DC 20002",20002,2,3,38.91028,-77.0074
3933,395900,"57 N N St NW #433, Washington, DC 20001",20001,1,1,38.90743,-77.0111
3935,585000,"1453 Evarts St NE, Washington, DC 20018",20018,3,3,38.92433,-76.98283
3936,700000,"3707 Commodore Joshua Barney Dr NE, Washington, DC 20018",20018,3,4,38.92357,-76.95279
3937,369990,"315 Evarts St NE APT T5, Washington, DC 20002",20002,2,1,38.92421,-77.00132
3938,849900,"136 Bates St NW, Washington, DC 20001",20001,3,3,38.91023,-77.01339
3939,1509000,"88 V St SW #808, Washington, DC 20024",20024,2,3,38.8645,-77.01182
3943,605000,"4810 7th St NE, Washington, DC 20017",20017,5,4,38.94785,-76.99731
3944,799000,"50 Florida Ave NE APT 725, Washington, DC 20002",20002,2,2,38.91028,-77.0074
3945,700000,"1025 1st St SE APT 611, Washington, DC 20003",20003,2,2,38.87819,-77.00605
3946,460000,"1211 Van St SE APT 1212, Washington, DC 20003",20003,1,1,38.876198,-77.00821
3947,925000,"121 Thomas St NW, Washington, DC 20001",20001,4,2,38.91647,-77.01306
3949,825000,"2619 3rd St NE, Washington, DC 20002",20002,3,3,38.924,-77.0018
3950,874900,"1211 Van St SE #1308, Washington, DC 20003",20003,2,2,38.876377,-77.00822
3951,999999,"21 Rhode Island Ave NE, Washington, DC 20002",20002,4,4,38.917,-77.00835
3952,475000,"1937 Capitol Ave NE #101, Washington, DC 20002",20002,2,2,38.912273,-76.98431
3953,460000,"440 L St NW UNIT 706, Washington, DC 20001",20001,1,1,38.90348,-77.01737
3955,699000,"1912 3rd St NE UNIT 6, Washington, DC 20002",20002,2,2,38.91607,-77.00246
3956,1399000,"2915 S Dakota Ave NE, Washington, DC 20018",20018,6,5,38.92801,-76.96741
3958,749900,"2724 12th St NE UNIT 4, Washington, DC 20018",20018,3,3,38.92467,-76.99053
3959,535000,"55 M St NW APT 202, Washington, DC 20001",20001,2,1,38.90589,-77.01127
3960,549000,"150 Rhode Island Ave NW APT 401, Washington, DC 20001",20001,2,2,38.91497,-77.01374
3963,739000,"1926 1st St NW UNIT 1, Washington, DC 20001",20001,3,4,38.91647,-77.01248
3964,349900,"1211 Van St SE #303, Washington, DC 20003",20003,1,1,38.876377,-77.00822
3965,449900,"329 Rhode Island Ave NE APT 303, Washington, DC 20002",20002,2,3,38.91947,-77.00093
3966,299900,"14 S St NE APT 205, Washington, DC 20002",20002,1,1,38.91433,-77.00829
3968,500000,"2755 4th St NE, Washington, DC 20002",20002,3,2,38.9254,-77.00031
3969,519900,"1000 New Jersey Ave SE #602, Washington, DC 20003",20003,2,1,38.87801,-77.00433
3973,1299000,"2028 Flagler Pl NW, Washington, DC 20001",20001,3,4,38.91779,-77.01375
3974,810000,"1300 4th St SE #908, Washington, DC 20003",20003,2,2,38.8746,-77.00034
3975,749900,"1500 Harry Thomas Way NE APT 101, Washington, DC 20002",20002,2,3,38.91191,-77.00272
3977,875000,"50 Florida Ave NE #921, Washington, DC 20002",20002,2,3,38.910194,-77.00701
3979,415000,"1002 Rhode Island Ave NE #2, Washington, DC 20018",20018,2,2,38.92281,-76.99207
3980,489900,"1708 Montana Ave NE #1708, Washington, DC 20018",20018,4,2,38.92065,-76.98009
3981,879900,"1914 8th NW #108, Washington, DC 20001",20001,2,3,38.9161,-77.02328
3982,995000,"86 P St NW, Washington, DC 20001",20001,4,3,38.90946,-77.01183
3983,599999,"400 Massachusetts Ave NW APT 415, Washington, DC 20001",20001,2,1,38.90011,-77.01688
3984,1495000,"1512 6th St NW APT 2, Washington, DC 20001",20001,3,4,38.91019,-77.02025
3985,544900,"400 Massachusetts Ave NW APT 701, Washington, DC 20001",20001,1,1,38.90011,-77.01688
3986,789900,"1325 1st St NW, Washington, DC 20001",20001,3,2,38.90798,-77.01187
3987,369900,"150 V St NW APT VL04, Washington, DC 20001",20001,1,1,38.917843,-77.014366
3988,539000,"150 V 209 #V, Washington, DC 20001",20001,1,1,38.917686,-77.01408
3989,559900,"1539 4th St NW #1, Washington, DC 20001",20001,2,3,38.91069,-77.01598
3990,799500,"42 Rhode Island Ave NW APT 1, Washington, DC 20001",20001,3,3,38.91603,-77.01042
3991,545000,"1718 1st St NW APT 4, Washington, DC 20001",20001,2,2,38.9132,-77.01244
3992,499999,"400 Massachusetts Ave NW APT 1101, Washington, DC 20001",20001,1,1,38.90011,-77.01688
3993,549900,"207 Florida Ave NW #1, Washington, DC 20001",20001,2,2,38.91335,-77.01444
3994,1119900,"810 O St NW APT 801, Washington, DC 20001",20001,2,2,38.90833,-77.02361
3995,479000,"437 New York Ave NW APT 609, Washington, DC 20001",20001,1,1,38.90498,-77.01729
3996,419900,"809 6th St NW APT 63, Washington, DC 20001",20001,1,1,38.90026,-77.01957
3997,649900,"925 H St NW APT 907, Washington, DC 20001",20001,1,1,38.90006,-77.02452
3998,899000,"2800 Sherman Ave NW UNIT B, Washington, DC 20001",20001,2,3,38.92605,-77.0263
3999,447500,"555 Massachusetts Ave NW APT 1110, Washington, DC 20001",20001,1,1,38.901443,-77.019356
4000,425000,"70 Rhode Island Ave NW APT 302, Washington, DC 20001",20001,1,1,38.91575,-77.01123
4001,1100000,"8 Rhode Island Ave NW, Washington, DC 20001",20001,5,3,38.91639,-77.00943
4002,799900,"736 Girard St NW, Washington, DC 20001",20001,4,2,38.92583,-77.02411
4004,565000,"125 Bates St NW APT 2, Washington, DC 20001",20001,2,1,38.91052,-77.01309
4005,499000,"2022 Flagler Pl NW APT F101, Washington, DC 20001",20001,1,1,38.91766,-77.01373
4006,540000,"1117 10th St NW APT 212, Washington, DC 20001",20001,1,1,38.90468,-77.0258
4007,1095000,"810 O St NW APT 301, Washington, DC 20001",20001,2,2,38.90833,-77.02361
4008,1375000,"558 Harvard St NW UNIT B, Washington, DC 20001",20001,4,5,38.92728,-77.02168
4010,2095000,"444 444.5 R St NW, Washington, DC 20001",20001,4,5,38.91243,-77.01861
4011,370000,"70 Rhode Island Ave NW APT 304, Washington, DC 20001",20001,1,1,38.91575,-77.01123
4012,799900,"902 B #T, Washington, DC 20001",20001,2,3,38.915417,-77.02426
4013,420000,"1914 8th St NW #102, Washington, DC 20001",20001,1,1,38.9161,-77.02328
4014,995000,"2707 11th St NW, Washington, DC 20001",20001,5,2,38.92505,-77.02674
4015,3999999,"1501 11th St NW, Washington, DC 20001",20001,7,4,38.90984,-77.0268
4016,1450000,"1503 4th St NW #2, Washington, DC 20001",20001,3,3,38.90985,-77.01596
4017,995000,"810 O St NW APT 705, Washington, DC 20001",20001,2,2,38.90831,-77.02367
4018,1299000,"439 Q St NW #2, Washington, DC 20001",20001,3,3,38.91132,-77.01818
4019,519000,"400 Massachusetts Ave NW APT 921, Washington, DC 20001",20001,1,1,38.90011,-77.01688
4020,1250000,"440 R St NW UNIT 203, Washington, DC 20001",20001,2,3,38.91238,-77.01818
4021,959900,"1212 11th St NW, Washington, DC 20001",20001,4,2,38.90621,-77.02727
4023,599900,"1643 6th St NW UNIT 5, Washington, DC 20001",20001,1,2,38.912354,-77.01966
4024,735000,"1006 M St NW APT 3, Washington, DC 20001",20001,2,2,38.90543,-77.02639
4025,680000,"460 New York Ave NW UNIT 407, Washington, DC 20001",20001,2,2,38.90394,-77.01802
4026,340000,"777 7th St NW APT 804, Washington, DC 20001",20001,1,1,38.8995,-77.02173
4027,539000,"555 Massachusetts Ave NW APT 217, Washington, DC 20001",20001,2,1,38.90102,-77.01863
4028,950000,"1206 11th St NW, Washington, DC 20001",20001,4,2,38.90608,-77.02728
4029,699000,"1932 9th St NW UNIT R302, Washington, DC 20001",20001,2,2,38.91651,-77.02421
4030,519900,"2030 8th St NW UNIT 511, Washington, DC 20001",20001,1,1,38.91754,-77.02309
4031,1479000,"1601 5th St NW #B, Washington, DC 20001",20001,4,5,38.91143,-77.01874
4032,900000,"1841 9th St NW, Washington, DC 20001",20001,4,3,38.91511,-77.02368
4033,484900,"1111 11th St NW APT 704, Washington, DC 20001",20001,1,1,38.90499,-77.02675
4034,380000,"460 New York Ave NW UNIT 402, Washington, DC 20001",20001,1,1,38.90394,-77.01802
4035,799900,"902 T St NW APT B, Washington, DC 20001",20001,2,3,38.91542,-77.02427
4036,599000,"1226 11th St NW #200, Washington, DC 20001",20001,1,2,38.90649,-77.0273
4037,629900,"475 K St NW UNIT 630, Washington, DC 20001",20001,2,1,38.90287,-77.01839
4038,999000,"439 Q St NW #1, Washington, DC 20001",20001,3,3,38.91132,-77.01818
4040,149990,"2128 Suitland Ter SE APT 101, Washington, DC 20020",20020,1,1,38.86223,-76.94922
4042,429000,"1844 Minnesota Ave SE, Washington, DC 20020",20020,4,4,38.87017,-76.97775
4044,135000,"3101 Naylor Rd SE APT 203, Washington, DC 20020",20020,2,1,38.8524,-76.9639
4050,150000,"3922 Southern Ave SE APT 101, Washington, DC 20020",20020,1,1,38.86332,-76.94778
4052,130000,"1907 Good Hope Rd SE APT 106, Washington, DC 20020",20020,1,1,38.86416,-76.97693
4055,995000,"119 P St NW, Washington, DC 20001",20001,4,2,38.90984,-77.01301
4056,469000,"437 New York Ave NW APT 312, Washington, DC 20001",20001,1,1,38.90498,-77.01729
4057,1800000,"301 New York Ave NW, Washington, DC 20001",20001,4,3,38.90538,-77.01541
4058,1675000,"810 O St NW APT 502, Washington, DC 20001",20001,2,3,38.90831,-77.02367
4059,969900,"30 W St NW, Washington, DC 20001",20001,3,2,38.919,-77.01004
4060,1200000,"2800 Georgia Ave NW #2802, Washington, DC 20001",20001,5,2,38.92614,-77.02281
4062,1299900,"2707 1st St NW HOMESITE 940, Washington, DC 20001",20001,3,4,38.92614,-77.01197
4064,2000000,"2023 11th St NW, Washington, DC 20001",20001,4,4,38.91768,-77.02679
4065,919900,"2707 1st St NW #TOWNHOUSE E, Washington, DC 20001",20001,3,3,38.924236,-77.01184
4066,1000000,"12 Adams St NW, Washington, DC 20001",20001,4,3,38.92004,-77.00962
4067,749000,"2623 Sherman Ave NW, Washington, DC 20001",20001,3,1,38.92455,-77.0253
4068,849999,"749 Girard St NW, Washington, DC 20001",20001,3,1,38.92614,-77.02458
4069,1250000,"1733 1st St NW, Washington, DC 20001",20001,6,2,38.91362,-77.01192
4070,1400000,"589 Columbia Rd NW, Washington, DC 20001",20001,8,4,38.92863,-77.02046
4071,1999999,"30 Rhode Island Ave NW, Washington, DC 20001",20001,6,8,38.91617,-77.01006
4072,1000000,"422 Warner St NW, Washington, DC 20001",20001,3,2,38.91171,-77.01796
4073,1600000,"2549 11th St NW, Washington, DC 20001",20001,5,3,38.92363,-77.02672
4074,999000,"1733 1st St NW UNIT 1, Washington, DC 20001",20001,3,3,38.91362,-77.01192
4075,1150000,"1733 1st St NW UNIT 2, Washington, DC 20001",20001,3,3,38.91362,-77.01192
4076,1399000,"2701 N Capitol St NE, Washington, DC 20002",20002,6,4,38.92467,-77.00871
4077,349900,"1625 Eckington Pl NE PENTHOUSE 313, Washington, DC 20002",20002,1,1,38.91202,-77.00361
4079,585000,"2114 4th St NE, Washington, DC 20002",20002,3,1,38.91852,-77.00089
4080,519900,"1940 3rd St NE #6, Washington, DC 20002",20002,2,2,38.91677,-77.00246
4081,589000,"216 T St NE APT 1, Washington, DC 20002",20002,2,2,38.91579,-77.00275
4083,799000,"2416 N Capitol St NW #2, Washington, DC 20002",20002,3,3,38.9219,-77.00936
4084,549900,"50 Florida Ave NE APT 504, Washington, DC 20002",20002,1,1,38.910088,-77.00737
4085,890000,"2016 4th St NE #2, Washington, DC 20002",20002,2,3,38.91755,-77.00086
4086,259900,"1706 W Virginia Ave NE APT 4, Washington, DC 20002",20002,1,1,38.90992,-76.98689
4087,324900,"2310 4th St NE #7, Washington, DC 20002",20002,1,1,38.92063,-77.00085
4088,485000,"1840 D St NE APT 4, Washington, DC 20002",20002,2,2,38.89495,-76.97765
4089,259900,"1910 Benning Rd NE #2, Washington, DC 20002",20002,1,1,38.89902,-76.97566
4090,795000,"2013 3rd St NE, Washington, DC 20002",20002,4,4,38.90628,-76.99189
4091,699000,"1614 Montello Ave NE #1, Washington, DC 20002",20002,3,3,38.90753,-76.9871
4092,749000,"1605 Holbrook NE #1, Washington, DC 20002",20002,2,2,38.90541,-76.98171
4093,337250,"1224 Holbrook St NE APT 1, Washington, DC 20002",20002,2,2,38.90223,-76.98433
4095,459900,"2019 M St NE #5, Washington, DC 20002",20002,2,2,38.90545,-76.97436
4096,735000,"1017 Florida Ave NE, Washington, DC 20002",20002,5,6,38.90332,-76.9921
4097,829000,"517 M St NE #1, Washington, DC 20002",20002,2,3,38.90538,-76.99877
4098,549000,"1002 18th St NE, Washington, DC 20002",20002,2,2,38.902737,-76.9783
4100,825000,"1916 W Virginia Ave NE, Washington, DC 20002",20002,3,2,38.911488,-76.98463
4101,325000,"1409 G St NE APT 4, Washington, DC 20002",20002,1,1,38.89871,-76.98509
4102,1199000,"1452 D St NE, Washington, DC 20002",20002,3,1,38.89498,-76.98384
4103,414900,"802 21st St NE #B, Washington, DC 20002",20002,1,2,38.90039,-76.97449
4104,1435000,"920 I St NW APT 1002, Washington, DC 20001",20001,2,2,38.90047,-77.02457
4105,899000,"601 Wharf St SW #212, Washington, DC 20001",20001,1,1,38.87832,-77.02362
4106,899000,"217 R St NW, Washington, DC 20001",20001,4,2,38.91279,-77.01455
4107,499900,"2005 11th St NW #202, Washington, DC 20001",20001,1,1,38.91744,-77.02667
4108,459000,"1117 10th St NW APT 810, Washington, DC 20001",20001,1,1,38.90479,-77.02572
4109,1349900,"146 S St NW #B, Washington, DC 20001",20001,5,4,38.9139,-77.01376
4110,729000,"142 Bryant St NW UNIT 1, Washington, DC 20001",20001,3,3,38.92072,-77.01357
4111,835000,"301 Massachusetts Ave NW APT 1104, Washington, DC 20001",20001,2,2,38.89994,-77.01508
4112,825000,"1634 4th St NW, Washington, DC 20001",20001,2,3,38.912025,-77.01636
4113,499900,"77 U St NW #2, Washington, DC 20001",20001,2,2,38.91726,-77.01156
4114,625000,"2122 11th St NW APT 1, Washington, DC 20001",20001,2,2,38.9187,-77.02732
4115,494900,"811 4th St NW UNIT 1107, Washington, DC 20001",20001,1,1,38.90097,-77.01592
4116,399900,"400 Massachusetts Ave NW APT 410, Washington, DC 20001",20001,1,1,38.90004,-77.01625
4117,499000,"1001 L St NW APT 410, Washington, DC 20001",20001,1,1,38.90441,-77.02624
4118,970000,"620 Columbia Rd NW, Washington, DC 20001",20001,4,4,38.92809,-77.02153
4119,475000,"460 New York Ave NW UNIT 204, Washington, DC 20001",20001,1,1,38.90394,-77.01802
4120,329900,"777 7th St NW APT 532, Washington, DC 20001",20001,1,1,38.8995,-77.02173
4121,879000,"2208 Flagler Pl NW, Washington, DC 20001",20001,3,2,38.91951,-77.01372
4122,700000,"2920 Georgia Ave NW UNIT 403, Washington, DC 20001",20001,2,2,38.92769,-77.02342
4123,639000,"801 N St NW #203, Washington, DC 20001",20001,2,1,38.90745,-77.02315
4124,2195000,"473 M St NW, Washington, DC 20001",20001,6,8,38.90611,-77.0186
4125,1299000,"49 U St NW, Washington, DC 20001",20001,4,4,38.9172,-77.01073
4126,1599900,"77 U St NW, Washington, DC 20001",20001,6,6,38.91726,-77.01156
4127,399900,"469 Ridge St NW APT 1, Washington, DC 20001",20001,1,1,38.90665,-77.01816
4128,899000,"639 Columbia Rd NW, Washington, DC 20001",20001,3,2,38.92845,-77.0222
4129,759000,"755 Columbia Rd NW #2, Washington, DC 20001",20001,3,4,38.928127,-77.02492
4130,1399000,"2210 Flagler Pl NW, Washington, DC 20001",20001,4,5,38.91955,-77.01378
4131,400000,"907 Euclid St NW APT 203, Washington, DC 20001",20001,1,1,38.92424,-77.02488
4132,599900,"57 N St NW #406, Washington, DC 20001",20001,1,2,38.90743,-77.0111
4133,785000,"2800 Sherman Ave NW UNIT A, Washington, DC 20001",20001,2,3,38.92605,-77.0263
4134,1485000,"920 I St NW APT 506, Washington, DC 20001",20001,2,3,38.90047,-77.02457
4135,1599000,"50 O St NW, Washington, DC 20001",20001,4,6,38.90839,-77.0107
4137,625000,"475 K St NW UNIT 1121, Washington, DC 20001",20001,2,1,38.90279,-77.01831
4138,539000,"150 V St NW APT V209, Washington, DC 20001",20001,1,1,38.91793,-77.01414
4139,809900,"2707 1st St NW #TOWNHOUSE E, Atwood Washington, DC 20001",20001,3,3,38.924305,-77.01186
4140,1400000,"920 I St NW APT 902, Washington, DC 20001",20001,2,2,38.90047,-77.02457
4141,1499000,"1714 5th St NW, Washington, DC 20001",20001,4,5,38.91358,-77.01911
4142,639000,"13 Girard St NE, Washington, DC 20002",20002,3,2,38.92579,-77.00799
4143,537000,"218 Bryant St NE, Washington, DC 20002",20002,3,1,38.92149,-77.00287
4144,727725,"The Lexicon - 826 Plan, The Lexicon",20002,2,2,38.910206,-77.00735
4145,849000,"1940 2nd St NE, Washington, DC 20002",20002,3,4,38.91685,-77.00376
4146,549900,"2310 4th St NE #6, Washington, DC 20002",20002,2,2,38.92063,-77.00085
4147,800000,"2608 4th St NE, Washington, DC 20002",20002,3,2,38.92374,-77.0009
4148,1150000,"2100 4th St NE #1, Washington, DC 20002",20002,4,4,38.91828,-77.00089
4149,599900,"2310 4th PENTHOUSE 28, Washington, DC 20002",20002,2,2,38.920635,-77.00085
4150,599999,"48 Girard St NE, Washington, DC 20002",20002,3,2,38.92632,-77.00702
4151,1595000,"238 Parker St NE, Washington, DC 20002",20002,5,3,38.90198,-77.00252
4152,1149000,"515 M St NE #2, Washington, DC 20002",20002,2,3,38.90551,-76.99883
4154,699900,"1918 Capitol Ave NE #201, Washington, DC 20002",20002,3,3,38.91218,-76.98457
4155,1495000,"1745 N St NW #113, Washington, DC 20002",20002,2,2,38.90754,-77.0404
4156,750000,"2035 N Capitol St NE, Washington, DC 20002",20002,2,2,38.91797,-77.00873
4157,699900,"Home #406 Plan, 1625 Eckington",20002,2,2,38.91178,-77.00384
4158,1125000,"2304 N Capitol St NW, Washington, DC 20002",20002,4,4,38.92064,-77.00934
4159,599000,"1952 3rd St NE APT 102, Washington, DC 20002",20002,3,3,38.91707,-77.00244
4160,549900,"1918 Capitol Ave NE #101, Washington, DC 20002",20002,3,2,38.91218,-76.98457
4161,875000,"1922 Capitol Ave NE, Washington, DC 20002",20002,3,2,38.91237,-76.98466
4163,729900,"624 20th St NE, Washington, DC 20002",20002,4,2,38.89738,-76.97642
4166,2850000,"1140 17th St NE, Washington, DC 20002",20002,18,14,38.90513,-76.97924
4167,252000,"824 18th St NE #102, Washington, DC 20002",20002,1,1,38.9008,-76.97773
4168,514900,"1026 18th St NE PENTHOUSE 7, Washington, DC 20002",20002,2,2,38.90327,-76.97832
4169,2000000,"1237 Oates St NE, Washington, DC 20002",20002,3,2,38.90485,-76.98729
4170,999900,"640 L St NE, Washington, DC 20002",20002,3,2,38.90391,-76.99713
4171,1549900,"1921 Rosedale St NE, Washington, DC 20002",20002,10,4,38.89655,-76.97637
4172,259000,"1815 Benning Rd NE APT 2, Washington, DC 20002",20002,1,1,38.89879,-76.97719
4173,2600000,"1644 Trinidad Ave NE, Washington, DC 20002",20002,3,3,38.90713,-76.98391
4174,849999,"1300 Trinidad Ave NE, Washington, DC 20002",20002,3,2,38.90359,-76.9863
4175,900000,"1959 Capitol Ave NE, Washington, DC 20002",20002,4,4,38.91264,-76.9838
4176,269500,"1026 18th St NE APT 1, Washington, DC 20002",20002,1,1,38.90327,-76.97832
4178,249900,"1732 Montello Ave NE #5, Washington, DC 20002",20002,1,1,38.9098,-76.98552
4179,220000,"824 18th St NE #3, Washington, DC 20002",20002,1,1,38.9008,-76.97773
4180,264900,"824 18th St NE #1, Washington, DC 20002",20002,1,2,38.9008,-76.97773
4181,1000000,"1251 Morse St NE, Washington, DC 20002",20002,3,1,38.9026,-76.98766
4182,265000,"824 18th St NE #101, Washington, DC 20002",20002,1,1,38.9008,-76.97773
4183,299900,"1724 H St NE #F, Washington, DC 20002",20002,1,1,38.90037,-76.97805
4184,839999,"43 T St NE, Washington, DC 20002",20002,4,2,38.91539,-77.00728
4187,257900,"1625 Eckington Pl NE APT 607, Washington, DC 20002",20002,1,1,38.912098,-77.00396
4189,258000,"824 18th St NE #201, Washington, DC 20002",20002,1,1,38.9008,-76.97773
4190,1050000,"1411 H St NE, Washington, DC 20002",20002,3,2,38.90005,-76.98507
4191,269500,"1026 18th St NE APT 2, Washington, DC 20002",20002,1,1,38.90327,-76.97832
4192,399900,"1724 H St NE #H, Washington, DC 20002",20002,1,2,38.90037,-76.97805
4195,1500000,"1019 18th St NE, Washington, DC 20002",20002,4,4,38.90306,-76.97783
4196,1600000,"224 21st St NE, Washington, DC 20002",20002,4,4,38.89273,-76.97548
4199,1200000,"70 N St SE #N401, Washington, DC 20003",20003,2,2,38.87481,-77.00698
4200,875000,"408 Washington #D-B, Washington, DC 20003",20003,2,3,38.88369,-77.00884
4201,1000000,"410 Washington #D-A, Washington, DC 20003",20003,2,3,38.883648,-77.008804
4202,850000,"1211 Van St SE APT 1101, Washington, DC 20003",20003,2,3,38.876377,-77.00822
4204,484900,"1211 Van St SE APT 1110, Washington, DC 20003",20003,1,1,38.876503,-77.00807
4205,929900,"37 L St SE APT 1004, Washington, DC 20003",20003,2,2,38.87737,-77.00809
4206,499000,"1211 Van St SE APT 305, Washington, DC 20003",20003,1,1,38.87591,-77.00855
4207,538900,"70 N St SE UNIT 308, Washington, DC 20003",20003,1,1,38.87481,-77.00698
4208,875000,"70 N St SE #N1109, Washington, DC 20003",20003,1,1,38.87481,-77.00698
4209,559900,"37 L St SE APT 807, Washington, DC 20003",20003,1,1,38.87737,-77.00809
4210,499999,"70 N St SE #N211, Washington, DC 20003",20003,1,1,38.87481,-77.00698
4211,395000,"1621 E Capitol St SE APT 5, Washington, DC 20003",20003,1,1,38.88949,-76.98141
4212,575000,"70 N St SE #N505, Washington, DC 20003",20003,1,1,38.87481,-77.00698
4213,450000,"1211 Van St SE APT 614, Washington, DC 20003",20003,1,1,38.876377,-77.00822
4214,859000,"817 Kentucky Ave SE, Washington, DC 20003",20003,3,3,38.87975,-76.98222
4217,1339000,"625 5th St NE #1, Washington, DC 20002",20002,2,3,38.89811,-76.99926
4218,899000,"1605 Holbrook NE #3, Washington, DC 20002",20002,3,3,38.90541,-76.98171
4219,480000,"50 Florida Ave NE APT 116, Washington, DC 20002",20002,1,1,38.910088,-77.00737
4220,399000,"1111 Orren St NE #207, Washington, DC 20002",20002,1,1,38.90144,-76.98632
4221,616400,"The Lexicon - 419 Plan, The Lexicon",20002,2,2,38.910206,-77.00735
4222,262279,"1111 Orren St NE UNIT 310, Washington, DC 20002",20002,1,1,38.90144,-76.98632
4223,349999,"1028 Bladensburg Rd NE APT 38, Washington, DC 20002",20002,1,1,38.90326,-76.98161
