id,full_address,zipcode,latitude,longitude,property_type,price,amenities
51650632,"1325 V St NW, Washington, DC 20009, USA",20009,38.91811,-77.03054,Entire Condo,185.0,"['Hot water', 'Freezer', 'Refrigerator', 'Smoke alarm', 'Baking sheet', 'Free street parking', 'Cooking basics', 'Wifi', 'Hair dryer', 'Room-darkening shades', 'Hangers', 'Central air conditioning', 'Laundromat nearby', 'Game console: Xbox Series X', 'Essentials', 'Long term stays allowed', 'Dishes and silverware', 'Dining table', 'Free washer – In unit', 'Body soap', '65 inch HDTV with Netflix, Disney+, HBO Max, Apple TV, Roku, Amazon Prime Video, Hulu', 'Dishwasher', 'Shower gel', 'Extra pillows and blankets', 'Stainless steel oven', 'Central heating', 'Free dryer – In unit', 'Bed linens', 'Private patio or balcony', 'Carbon monoxide alarm', 'Stove', 'Outdoor furniture', 'Self check-in', 'Shampoo', 'Microwave', 'Kitchen', 'Wine glasses', 'Exterior security cameras on property', 'Keypad', 'Conditioner', 'Outdoor dining area', 'Paid parking garage off premises', 'Coffee', 'Coffee maker: drip coffee maker', 'Clothing storage: closet', 'Cleaning products']"
51802995,"1826 15th St NW, Washington, DC 20009, USA",20009,38.91511,-77.03504,Entire Guesthouse,124.0,"['Hot water', 'Freezer', 'Refrigerator', 'Fire extinguisher', 'Smoke alarm', 'Free street parking', 'Wifi', 'Hair dryer', 'Hangers', 'Laundromat nearby', 'Essentials', 'Hot water kettle', 'Toaster', 'Dishes and silverware', 'Body soap', 'Paid parking lot off premises', 'Luggage dropoff allowed', 'Shower gel', 'Books and reading material', 'Extra pillows and blankets', 'Central heating', 'Dedicated workspace', 'Lockbox', 'Bed linens', 'Mini fridge', 'Clothing storage', 'Air conditioning', 'Carbon monoxide alarm', 'Self check-in', 'Shampoo', 'Microwave', 'Private entrance', 'Wine glasses', 'Exterior security cameras on property', 'Iron', 'Coffee', 'Coffee maker: drip coffee maker', 'Conditioner', 'Cleaning products']"
51923187,"1812 Ontario Pl NW, Washington, DC 20009, USA",20009,38.92522048950195,-77.04234313964844,Entire Home,265.0,"['Hot water', 'Refrigerator', 'Fire extinguisher', 'Smoke alarm', 'Cooking basics', 'Wifi', 'Hair dryer', 'Hangers', 'Essentials', 'TV', 'Long term stays allowed', 'Washer', 'Dishes and silverware', 'Dining table', 'Body soap', 'Coffee maker', 'Dedicated workspace', 'Bed linens', 'Clothing storage', 'Air conditioning', 'Carbon monoxide alarm', 'Self check-in', 'Shampoo', 'Microwave', 'Private entrance', 'Kitchen', 'Wine glasses', 'Conditioner', 'Bathtub', 'Iron', 'Heating', 'Coffee', 'Lockbox', 'Dryer']"
51975989,"1750 15th St NW, Washington, DC 20009, USA",20009,38.91385,-77.0349,Entire Rental Unit,227.0,"['Hot water', 'Refrigerator', 'Fire extinguisher', 'Smoke alarm', 'Cooking basics', 'Wifi', 'Hair dryer', 'Hangers', 'Essentials', 'Smart lock', 'TV', 'Washer', 'Dishes and silverware', 'Coffee maker', 'Dedicated workspace', 'Air conditioning', 'Carbon monoxide alarm', 'Self check-in', 'Shampoo', 'Private entrance', 'Kitchen', 'Exterior security cameras on property', 'Iron', 'Heating', 'Pets allowed', 'Dryer']"
52350320,"1300 Girard St NW, Washington, DC 20009, USA",20009,38.9256,-77.0299,Entire Rental Unit,125.0,"['Hot water', 'Standard Brand conditioner', 'Freezer', 'City skyline view', 'GE stainless steel stove', 'Fire extinguisher', 'Smoke alarm', 'Baking sheet', 'Free street parking', 'Cooking basics', 'Hair dryer', 'Standard Brand shampoo', 'Hangers', 'Room-darkening shades', 'Central air conditioning', 'Fast wifi – 73 Mbps', 'Clothing storage: walk-in closet, closet, wardrobe, and dresser', 'Laundromat nearby', 'Essentials', 'Toaster', 'Long term stays allowed', 'Dishes and silverware', 'Dining table', 'Free washer – In unit', 'Dishwasher', 'Board games', 'GE oven', 'GE refrigerator', 'Extra pillows and blankets', 'Central heating', 'Dedicated workspace', '60 inch HDTV with Amazon Prime Video, Apple TV, Disney+, HBO Max, Hulu, Netflix', 'Free dryer – In unit', 'Lockbox', 'Bed linens', 'Crib - available upon request', 'Carbon monoxide alarm', 'Outdoor furniture', 'Self check-in', 'Paid parking garage on premises – 1 space', 'Microwave', 'Private entrance', 'Kitchen', 'Wine glasses', 'Exterior security cameras on property', 'Indoor fireplace: electric', 'First aid kit', 'Iron', 'Pets allowed', 'Portable heater', 'Coffee maker: drip coffee maker']"
52436834,"1377 R St NW #350, Washington, DC 20009, USA",20009,38.91263961791992,-77.03160858154297,Entire Rental Unit,227.0,"['Hot water', 'Freezer', 'Elevator', 'Refrigerator', 'Fire extinguisher', 'Smoke alarm', 'Baking sheet', 'Cooking basics', 'Wifi', 'Hair dryer', 'Hangers', 'Pack ’n play/Travel crib - available upon request', 'Essentials', 'Hot water kettle', 'Smart lock', 'Free dryer', 'Toaster', 'Long term stays allowed', 'Dishes and silverware', 'Body soap', 'Dishwasher', 'Coffee maker', 'Dedicated workspace', 'Free washer', 'Bed linens', 'Air conditioning', 'Carbon monoxide alarm', 'Stove', 'Self check-in', 'Shampoo', 'Microwave', 'Oven', 'Kitchen', 'Wine glasses', 'Private entrance', 'Exterior security cameras on property', 'TV with Apple TV', 'Bathtub', 'Iron', 'Heating', 'Conditioner', 'Cleaning products']"
52490903,"1323 Girard St NW, Washington, DC 20009, USA",20009,38.92611,-77.03061,Entire Rental Unit,113.0,"['Hot water', 'Freezer', 'Refrigerator', 'Backyard', 'Fire extinguisher', 'Smoke alarm', 'Free street parking', 'Cooking basics', 'Wifi', 'Hair dryer', 'Hangers', 'Laundromat nearby', 'Essentials', 'Hot water kettle', 'Toaster', 'TV', 'Washer', 'Dishes and silverware', 'Dining table', 'Body soap', 'Dishwasher', 'Coffee maker', 'Books and reading material', 'Extra pillows and blankets', 'Dedicated workspace', 'Bed linens', 'Air conditioning', 'Carbon monoxide alarm', 'Stove', 'Self check-in', 'Shampoo', 'Microwave', 'Oven', 'Kitchen', 'Wine glasses', 'Private entrance', 'Shared patio or balcony', 'Bathtub', 'First aid kit', 'Iron', 'Heating', 'Pets allowed', 'Drying rack for clothing', 'Coffee', 'Lockbox', 'Dryer', 'Cleaning products']"
52548082,"1819 19th St NW, Washington, DC 20009, USA",20009,38.91479,-77.0433,Entire Condo,132.0,"['Ceiling fan', 'Hot water', 'Freezer', 'Stainless steel gas stove', 'Refrigerator', 'Fire extinguisher', 'Coffee maker: Keurig coffee machine', 'Smoke alarm', 'Baking sheet', 'Cooking basics', 'Wifi', 'Hair dryer', 'Hangers', 'Essentials', 'Toaster', 'TV', 'Washer', 'Dishes and silverware', 'Body soap', 'Dishwasher', 'Extra pillows and blankets', 'Stainless steel oven', 'Central heating', 'Dedicated workspace', 'Free dryer – In unit', 'Bed linens', 'Air conditioning', 'Carbon monoxide alarm', 'Self check-in', 'Shampoo', 'Microwave', 'Private entrance', 'Kitchen', 'Wine glasses', 'Shared patio or balcony', 'Exterior security cameras on property', 'Keypad', 'Clothing storage: walk-in closet and closet', 'Outdoor dining area', 'Bathtub', 'First aid kit', 'Iron', 'Cleaning products']"
52861586,"1765 R St NW, Washington, DC 20009, USA",20009,38.91286087036133,-77.04130554199219,Entire Rental Unit,151.0,"['Hot water', 'Refrigerator', 'Fire extinguisher', 'Smoke alarm', 'Cooking basics', 'Wifi', 'Hair dryer', 'Room-darkening shades', 'Hangers', 'Essentials', 'Hot water kettle', 'Toaster', 'TV', 'Long term stays allowed', 'Washer', 'Dishes and silverware', 'Dishwasher', 'Coffee maker', 'Luggage dropoff allowed', 'Paid parking off premises', 'Extra pillows and blankets', 'Dedicated workspace', 'High chair', 'Bed linens', 'Pack ’n play/Travel crib', 'Air conditioning', 'Carbon monoxide alarm', 'Stove', 'Self check-in', 'Shampoo', 'Microwave', 'Oven', 'Kitchen', 'Private entrance', 'Exterior security cameras on property', 'Keypad', 'Bathtub', 'Iron', 'Heating', 'Pets allowed', 'Dryer']"
52861739,"1765 R St NW, Washington, DC 20009, USA",20009,38.91286087036133,-77.04130554199219,Entire Rental Unit,162.0,"['Refrigerator', 'Fire extinguisher', 'Smoke alarm', 'Cooking basics', 'Wifi', 'Hair dryer', 'Hangers', 'Essentials', 'Hot water kettle', 'Smart lock', 'Toaster', 'TV', 'Long term stays allowed', 'Washer', 'Dishes and silverware', 'Dishwasher', 'Coffee maker', 'Luggage dropoff allowed', 'Extra pillows and blankets', 'Dedicated workspace', 'High chair', 'Bed linens', 'Pack ’n play/Travel crib', 'Air conditioning', 'Carbon monoxide alarm', 'Stove', 'Self check-in', 'Shampoo', 'Microwave', 'Oven', 'Kitchen', 'Private entrance', 'Babysitter recommendations', 'Exterior security cameras on property', 'Bathtub', 'Iron', 'Heating', 'Pets allowed', 'Dryer']"
52878265,"1765 R St NW, Washington, DC 20009, USA",20009,38.9128605,-77.0413045,Entire Rental Unit,109.0,"['Hot water', 'Refrigerator', 'Fire extinguisher', 'Smoke alarm', 'Cooking basics', 'Wifi', 'Hair dryer', 'Room-darkening shades', 'Hangers', 'Essentials', 'Hot water kettle', 'Smart lock', 'Toaster', 'TV', 'Long term stays allowed', 'Washer', 'Dishwasher', 'Coffee maker', 'Luggage dropoff allowed', 'Paid parking off premises', 'Extra pillows and blankets', 'Dedicated workspace', 'High chair', 'Bed linens', 'Pack ’n play/Travel crib', 'Air conditioning', 'Carbon monoxide alarm', 'Stove', 'Self check-in', 'Shampoo', 'Microwave', 'Oven', 'Private entrance', 'Exterior security cameras on property', 'Bathtub', 'Iron', 'Heating', 'Pets allowed', 'Dryer']"
52878311,"1765 R St NW, Washington, DC 20009, USA",20009,38.9128605,-77.0413045,Entire Rental Unit,151.0,"['Fire extinguisher', 'Smoke alarm', 'Cooking basics', 'Wifi', 'Hair dryer', 'Room-darkening shades', 'Hangers', 'Essentials', 'Hot water kettle', 'Smart lock', 'Toaster', 'TV', 'Long term stays allowed', 'Washer', 'Dishwasher', 'Coffee maker', 'Luggage dropoff allowed', 'Paid parking off premises', 'Extra pillows and blankets', 'Dedicated workspace', 'High chair', 'Bed linens', 'Pack ’n play/Travel crib', 'Air conditioning', 'Carbon monoxide alarm', 'Stove', 'Self check-in', 'Shampoo', 'Microwave', 'Oven', 'Kitchen', 'Private entrance', 'Exterior security cameras on property', 'Bathtub', 'First aid kit', 'Iron', 'Heating', 'Pets allowed', 'Dryer']"
53277515,"1767 Swann St NW, Washington, DC 20009, USA",20009,38.91501,-77.04097,Entire Guest Suite,185.0,"['Hot water', 'Freezer', 'Refrigerator', 'Fire extinguisher', 'Smoke alarm', 'Baking sheet', 'Safe', 'Cooking basics', 'Wifi', 'Hair dryer', 'Room-darkening shades', 'Hangers', 'Central air conditioning', 'Essentials', 'Toaster', 'TV', 'Long term stays allowed', 'Washer', 'Dishes and silverware', 'Dining table', 'Body soap', 'Dishwasher', 'Luggage dropoff allowed', 'Shower gel', 'Paid parking lot on premises – 1 space', 'Books and reading material', 'Extra pillows and blankets', 'Central heating', 'Dedicated workspace', 'Free dryer – In unit', 'Bed linens', 'Carbon monoxide alarm', 'Self check-in', 'Shampoo', 'Microwave', 'Private entrance', 'Kitchen', 'Wine glasses', 'Pets allowed', 'Keypad', 'Conditioner', 'Bathtub', 'Iron', 'General Electric stainless steel oven', 'Electric stove', 'Blender', 'Coffee maker: drip coffee maker', 'Clothing storage: closet', 'Cleaning products']"
53362379,"1810 16th St NW, Washington, DC 20009, USA",20009,38.91444,-77.03685,Entire Rental Unit,100.0,"['Hot water', 'Refrigerator', 'Fire extinguisher', 'Smoke alarm', 'Cooking basics', 'Wifi', 'Hair dryer', 'Hangers', 'Essentials', 'BBQ grill', 'Long term stays allowed', 'Washer', 'Dishes and silverware', 'Body soap', 'Dishwasher', 'Coffee maker', 'Luggage dropoff allowed', 'Dryer', 'TV with standard cable', 'Bed linens', 'Air conditioning', 'Carbon monoxide alarm', 'Stove', 'Self check-in', 'Shampoo', 'Microwave', 'Oven', 'Kitchen', 'Shared patio or balcony', 'Keypad', 'Bathtub', 'Iron', 'Heating', 'Fireplace guards']"
53648674,"2524 17th St NW, Washington, DC 20009, USA",20009,38.92403,-77.03922,Entire Rental Unit,143.0,"['Hot water', 'Freezer', 'HDTV with Amazon Prime Video, Hulu, Netflix', 'Refrigerator', 'Fire extinguisher', 'Smoke alarm', 'Baking sheet', 'Free street parking', 'Cooking basics', 'Wifi', 'Hair dryer', 'Hangers', 'Central air conditioning', 'Essentials', 'Toaster', 'Long term stays allowed', 'Dishes and silverware', 'Dining table', 'Free washer – In unit', 'Body soap', 'Books and reading material', 'Extra pillows and blankets', 'Central heating', 'Dedicated workspace', 'Free dryer – In unit', 'Bed linens', 'Carbon monoxide alarm', 'Stove', 'Self check-in', 'Shampoo', 'Microwave', 'Oven', 'Kitchen', 'Private entrance', 'Exterior security cameras on property', 'Keypad', 'Conditioner', 'Iron', 'Portable fans', 'Ethernet connection', 'Coffee maker: drip coffee maker', 'Clothing storage: closet']"
53741239,"1744 V St NW, Washington, DC 20009, USA",20009,38.91791,-77.03998,Entire Condo,211.0,"['Hot water', 'Freezer', 'Refrigerator', 'Fire extinguisher', 'Coffee maker: Keurig coffee machine', 'Smoke alarm', 'Free street parking', 'Cooking basics', 'Wifi', 'Hair dryer', 'Hangers', 'Window guards', 'Laundromat nearby', 'Essentials', 'Hot water kettle', 'Smart lock', 'Toaster', 'TV', 'Long term stays allowed', 'Washer', 'Dishes and silverware', 'Body soap', 'Dishwasher', 'Shower gel', 'Extra pillows and blankets', 'Stainless steel oven', 'Dedicated workspace', 'Free dryer – In unit', 'Bed linens', 'Air conditioning', 'Carbon monoxide alarm', 'Stove', 'Self check-in', 'Shampoo', 'Private entrance', 'Blender', 'Kitchen', 'Wine glasses', 'Exterior security cameras on property', 'Bathtub', 'First aid kit', 'Paid parking garage off premises', 'Iron', 'Heating', 'Clothing storage: closet and dresser', 'Pets allowed', 'Drying rack for clothing', 'Cleaning products']"
54118428,"1820 13th St NW, Washington, DC 20009, USA",20009,38.91474914550781,-77.030029296875,Entire Guesthouse,147.0,"['Hot water', 'Freezer', 'Refrigerator', 'Fire extinguisher', 'Coffee maker: Keurig coffee machine', 'Smoke alarm', 'Free street parking', 'Cooking basics', 'Wifi', 'Hair dryer', 'Hangers', 'Central air conditioning', 'Essentials', 'Hot water kettle', 'TV', 'Dishes and silverware', 'Free washer – In unit', 'Dishwasher', 'Shower gel', 'Stainless steel oven', 'Central heating', 'Dedicated workspace', 'Free dryer – In unit', 'Bed linens', 'Carbon monoxide alarm', 'Stove', 'Self check-in', 'Shampoo', 'Microwave', 'Private entrance', 'Kitchen', 'Wine glasses', 'Exterior security cameras on property', 'Keypad', 'First aid kit', 'Method  body soap', 'Conditioner', 'Cleaning products']"
54399394,"2114 18th St NW, Washington, DC 20009, USA",20009,38.91836,-77.04198,Entire Condo,169.0,"['Hot water', 'Freezer', 'Paid parking on premises', 'Refrigerator', 'Fire extinguisher', 'Smoke alarm', 'Baking sheet', 'Cooking basics', 'Wifi', 'Hair dryer', 'Room-darkening shades', 'Hangers', 'Central air conditioning', 'Bosch stainless steel single oven', 'Essentials', 'Toaster', 'TV', 'Long term stays allowed', 'Washer', 'Dishes and silverware', 'Dining table', 'Body soap', 'Dishwasher', 'Coffee maker', 'Shower gel', 'Extra pillows and blankets', 'Dedicated workspace', 'Bosch induction stove', 'Bed linens', 'Private patio or balcony', 'Carbon monoxide alarm', 'Outdoor furniture', 'Self check-in', 'Shampoo', 'Microwave', 'Kitchen', 'Wine glasses', 'Exterior security cameras on property', 'Keypad', 'Conditioner', 'Iron', 'Heating', 'Clothing storage: closet and dresser', 'Single level home', 'Pets allowed', 'Blender', 'Coffee', 'Dryer', 'Cleaning products']"
552025873061264726,"1735 Riggs Pl NW, Washington, DC 20009, USA",20009,38.91353,-77.04133,Private Room In Rental Unit,74.0,"['Dedicated workspace', 'TV', 'Hot water', 'Dishes and silverware', 'Heating', 'Dishwasher', 'Smoke alarm', 'Free street parking', 'Cooking basics', 'Air conditioning', 'Carbon monoxide alarm', 'Wifi', 'Self check-in', 'Microwave', 'Oven', 'Lockbox']"
571793273020593075,"1861 Mintwood Pl NW, Washington, DC 20009, USA",20009,38.92166,-77.04526,Entire Condo,133.0,"['Ceiling fan', 'Hot water', 'Freezer', 'Smoke alarm', 'Safe', 'Cooking basics', 'Wifi', 'Hair dryer', 'Room-darkening shades', 'Hangers', 'Essentials', 'BBQ grill', 'Toaster', 'TV', 'Long term stays allowed', 'Washer', 'Dishes and silverware', 'Body soap', 'Dishwasher', 'Coffee maker', 'Barbecue utensils', 'Shower gel', 'Mosquito net', 'Extra pillows and blankets', 'Central heating', 'Free dryer – In unit', 'Bed linens', 'Air conditioning', 'Carbon monoxide alarm', 'Private backyard – Fully fenced', 'Outdoor furniture', 'Shampoo', 'Microwave', 'Oven', 'Kitchen', 'Wine glasses', 'Trash compactor', 'Outdoor dining area', 'Iron', 'Electric stove', 'Blender', 'Coffee', 'Indoor fireplace', 'Conditioner', 'Cleaning products']"
583252847973309024,"1400 Euclid St NW, Washington, DC 20009, USA",20009,38.923,-77.03225,Entire Condo,142.0,"['Changing table', 'Hot water', 'Ceiling fan', 'Freezer', 'Sonos sound system', 'Refrigerator', '50 inch HDTV with Roku, Hulu', 'Smoke alarm', 'Baking sheet', 'Cooking basics', 'Wifi', 'Shared backyard – Fully fenced', 'Hair dryer', 'Room-darkening shades', 'Hangers', 'Central air conditioning', 'Essentials', 'Outlet covers', 'Hot water kettle', 'BBQ grill', 'Long term stays allowed', 'Dishes and silverware', 'Dining table', 'Free washer – In unit', 'Body soap', 'Dishwasher', 'Coffee maker', 'Barbecue utensils', 'Fire pit', 'Shower gel', 'Books and reading material', 'Extra pillows and blankets', 'Stainless steel oven', 'Central heating', 'Dedicated workspace', 'Stainless steel stove', 'Baby bath', 'Free dryer – In unit', 'Bed linens', 'Crib - available upon request', 'Private patio or balcony', 'Carbon monoxide alarm', 'Outdoor furniture', 'Shampoo', 'Microwave', 'Blender', 'Kitchen', 'Children’s dinnerware', 'Wine glasses', 'Exercise equipment', 'Drying rack for clothing', 'Outdoor dining area', 'Bathtub', 'Iron', 'Portable fans', 'Ethernet connection', 'Clothing storage: closet, wardrobe, and dresser', 'Conditioner', 'Cleaning products']"
584195177049369912,"U Street/African-Amer Civil War Memorial/Cardozo, 1240 U St NW, Washington, DC 20009, USA",20009,38.91692,-77.02951,Entire Rental Unit,96.0,"['Paid street parking off premises', 'Hot water', 'Freezer', 'Paid parking on premises', 'Refrigerator', 'Fire extinguisher', 'Smoke alarm', 'Baking sheet', 'Cooking basics', 'Wifi', 'Hair dryer', 'Hangers', 'Central air conditioning', 'Laundromat nearby', 'Essentials', 'Hot water kettle', 'Samsung stainless steel electric stove', 'Toaster', 'Long term stays allowed', 'Dishes and silverware', 'Dining table', 'Free washer – In unit', 'Body soap', 'Luggage dropoff allowed', 'Shower gel', 'Books and reading material', 'Extra pillows and blankets', 'Stainless steel oven', 'Central heating', 'Dedicated workspace', 'Free dryer – In unit', 'Lockbox', 'Bed linens', '16 inch TV with premium cable', 'Carbon monoxide alarm', 'Self check-in', 'Shampoo', 'Microwave', 'Private entrance', 'Kitchen', 'Wine glasses', 'Conditioner', 'First aid kit', 'Iron', 'Portable fans', 'Blender', 'Coffee', 'Coffee maker: drip coffee maker', 'Clothing storage: closet', 'Cleaning products']"
602993920536618546,"1420 Belmont St NW, Washington, DC 20009, USA",20009,38.92054,-77.03276,Entire Guest Suite,132.0,"['Hot water', 'Refrigerator', 'Backyard', 'Fire extinguisher', 'Smoke alarm', 'Wifi', 'BBQ grill', 'TV', 'Dishes and silverware', 'Coffee maker', 'Patio or balcony', 'Dedicated workspace', 'Air conditioning', 'Carbon monoxide alarm', 'Self check-in', 'Microwave', 'Oven', 'Kitchen', 'Exterior security cameras on property', 'Washer –\xa0In unit', 'Keypad', 'Outdoor dining area', 'Iron', 'Heating', 'Electric stove', 'Dryer']"
614007251721124094,"2403 20th St NW, Washington, DC 20009, USA",20009,38.92072,-77.04672,Entire Rental Unit,143.0,"['Hot water', 'Freezer', 'Refrigerator', 'Fire extinguisher', 'Smoke alarm', 'Baking sheet', 'Window AC unit', 'Wifi', 'Spa Essentials shampoo', 'Hair dryer', 'Radiant heating', 'Hangers', 'Cooking basics', 'Essentials', 'Hot water kettle', 'Toaster', 'Spa Essentials conditioner', 'Washer', 'Dishes and silverware', 'Dining table', 'Dishwasher', 'Luggage dropoff allowed', 'Shower gel', 'Books and reading material', 'Extra pillows and blankets', 'Cleaning available during stay', 'Dedicated workspace', '50 inch HDTV', 'Free dryer – In unit', 'Bed linens', 'Private patio or balcony', 'Carbon monoxide alarm', 'Outdoor furniture', 'Self check-in', 'Microwave', 'Oven', 'Kitchen', 'Wine glasses', 'Private entrance', 'Keypad', 'Paid parking garage off premises', 'First aid kit', 'Iron', 'Clothing storage: closet and dresser', 'Gas stove', 'Coffee', 'Coffee maker: drip coffee maker', 'Spa Essentials body soap', 'Cleaning products']"
623153686387253107,"1627 New Hampshire Ave NW, Washington, DC 20009, USA",20009,38.9123,-77.04034,Entire Condo,100.0,"['BBQ grill', 'Hot water', 'Bathtub', 'Washer', 'Fire extinguisher', 'Bed linens', 'Smoke alarm', 'Air conditioning', 'Radiant heating', 'Carbon monoxide alarm', 'Wifi', 'Kitchen', 'Clothing storage: closet', 'Essentials']"
624806954528732970,"2425 14th St NW, Washington, DC 20009, USA",20009,38.92144,-77.03158,Entire Guest Suite,128.0,"['Paid street parking off premises', 'Hot water', 'Freezer', 'Fire extinguisher', 'Smoke alarm', 'Baking sheet', 'Free street parking', 'Exercise equipment: stationary bike', 'Wifi', 'Cooking basics', 'Room-darkening shades', 'Hangers', 'Pack ’n play/Travel crib - available upon request', 'Central air conditioning', 'Insigma refrigerator', 'Laundromat nearby', 'Essentials', 'Hot water kettle', 'Smart lock', 'Toaster', 'Long term stays allowed', 'Dishes and silverware', 'Dining table', 'Free washer – In unit', 'Dishwasher', 'Extra pillows and blankets', 'Clothing storage: wardrobe', 'Central heating', 'Dedicated workspace', 'Free dryer – In unit', 'Bed linens', 'Induction stove', 'Private patio or balcony', 'Carbon monoxide alarm', 'Self check-in', 'Microwave', 'Blender', 'Kitchen', 'Wine glasses', 'Private entrance', 'Exterior security cameras on property', 'Trash compactor', '65 inch HDTV with Netflix', 'Coffee maker: Nespresso', 'First aid kit', 'Iron', 'Drying rack for clothing', 'Coffee', 'Cleaning products']"
628325746789428507,"1938 Calvert St NW, Washington, DC 20009, USA",20009,38.922951,-77.046112,Entire Guest Suite,246.0,"['Hot water', 'Freezer', 'Refrigerator', 'Fire extinguisher', 'Smoke alarm', 'Game console: PS4', 'Free street parking', 'Cooking basics', 'Wifi', 'Hair dryer', 'Hangers', 'Clothing storage: walk-in closet, closet, wardrobe, and dresser', 'Essentials', 'BBQ grill', 'Toaster', 'TV', 'Long term stays allowed', 'Washer', 'Dishes and silverware', 'Dining table', 'Body soap', 'Dishwasher', 'Board games', 'Fire pit', 'Shower gel', 'Mosquito net', 'Books and reading material', 'Extra pillows and blankets', 'Patio or balcony', 'Stainless steel oven', 'Crib', 'Central heating', 'Dedicated workspace', 'Free dryer – In unit', 'Lockbox', 'Bed linens', 'Air conditioning', 'Carbon monoxide alarm', 'Stove', 'Private backyard – Fully fenced', 'Outdoor furniture', 'Shampoo', 'Microwave', 'Private entrance', 'Kitchen', 'Wine glasses', 'Self check-in', 'Exterior security cameras on property', 'Outdoor dining area', 'First aid kit', 'Iron', 'Single level home', 'Pets allowed', 'Coffee', 'Coffee maker: drip coffee maker', 'Conditioner', 'Cleaning products']"
631433666068529003,"3039 16th St NW, Washington, DC 20009, USA",20009,38.92781,-77.03626,Entire Rental Unit,146.0,"['Electric stove', 'Hot water', 'Freezer', 'Refrigerator', 'Fire extinguisher', 'Smoke alarm', 'Baking sheet', 'Free street parking', 'Cooking basics', 'Wifi', 'Indoor fireplace: wood-burning', 'Hair dryer', 'Room-darkening shades', 'Hangers', 'Central air conditioning', 'Laundromat nearby', 'Essentials', 'Hot water kettle', 'Toaster', 'Dishes and silverware', 'Dining table', 'Body soap', 'Dishwasher', 'Luggage dropoff allowed', 'Central heating', 'Dedicated workspace', 'Clothing storage: walk-in closet', 'Bed linens', 'Private patio or balcony', 'Carbon monoxide alarm', 'Outdoor furniture', 'Self check-in', 'Shampoo', 'Microwave', 'Oven', 'Kitchen', 'Wine glasses', 'Private entrance', 'Pets allowed', 'Keypad', 'Outdoor dining area', 'Bathtub', 'First aid kit', 'Coffee maker: drip coffee maker, french press', 'Iron', 'Portable fans', '43 inch HDTV', 'Coffee', 'Conditioner', 'Cleaning products']"
632638649349574933,"1822 Corcoran St NW, Washington, DC 20009, USA",20009,38.911762,-77.042618,Entire Guesthouse,290.0,"['Ceiling fan', 'Hot water', 'Freezer', 'Refrigerator', 'Fire extinguisher', 'Coffee maker: Keurig coffee machine', 'Smoke alarm', 'Cooking basics', 'Wifi', 'Hair dryer', 'Room-darkening shades', 'Hangers', 'Central air conditioning', 'Essentials', 'Smart lock', 'Toaster', 'TV', 'Dishes and silverware', 'Central heating', 'Bed linens', 'Carbon monoxide alarm', 'Self check-in', 'Microwave', 'Oven', 'Kitchen', 'Exterior security cameras on property', 'Outdoor dining area', 'First aid kit', 'Iron', 'Electric stove', 'Coffee', 'Cleaning products']"
633975010352037762,"2011 Q St NW, Washington, DC 20009, USA",20009,38.91133117675781,-77.04554748535156,Entire Rental Unit,159.0,"['Hot water', 'Refrigerator', 'Fire extinguisher', 'Smoke alarm', 'Cooking basics', 'Wifi', 'Hair dryer', 'Hangers', 'Essentials', 'TV', 'Long term stays allowed', 'Dishes and silverware', 'Body soap', 'Coffee maker', 'Dedicated workspace', 'Bed linens', 'Clothing storage', 'Air conditioning', 'Carbon monoxide alarm', 'Self check-in', 'Shampoo', 'Microwave', 'Private entrance', 'Kitchen', 'Wine glasses', 'Exterior security cameras on property', 'Keypad', 'Bathtub', 'Iron', 'Heating', 'Coffee', 'Conditioner']"
633989435084869754,"2011 Q St NW, Washington, DC 20009, USA",20009,38.91133,-77.04555,Entire Rental Unit,138.0,"['Hot water', 'Refrigerator', 'Fire extinguisher', 'Smoke alarm', 'Cooking basics', 'Wifi', 'Hair dryer', 'Hangers', 'Essentials', 'TV', 'Long term stays allowed', 'Dishes and silverware', 'Dining table', 'Body soap', 'Coffee maker', 'Dedicated workspace', 'Bed linens', 'Clothing storage', 'Air conditioning', 'Carbon monoxide alarm', 'Self check-in', 'Shampoo', 'Microwave', 'Private entrance', 'Kitchen', 'Wine glasses', 'Exterior security cameras on property', 'Keypad', 'Bathtub', 'Iron', 'Heating', 'Coffee', 'Conditioner']"
634775748139991509,"1807 R St NW, Washington, DC 20009, USA",20009,38.91295,-77.04226,Entire Townhouse,319.0,"['Hot water', 'Refrigerator', 'Fire extinguisher', 'Smoke alarm', 'Cooking basics', 'Hair dryer', 'Room-darkening shades', 'Hangers', 'Fast wifi – 694 Mbps', 'Essentials', 'Smart lock', 'TV', 'Dishes and silverware', 'Body soap', 'Shower gel', 'Extra pillows and blankets', 'Central heating', 'Bed linens', 'Private patio or balcony', 'Air conditioning', 'Carbon monoxide alarm', 'Private backyard – Fully fenced', 'Outdoor furniture', 'Self check-in', 'Shampoo', 'Private entrance', 'Kitchen', 'Exterior security cameras on property', 'Conditioner', 'Outdoor dining area', 'First aid kit', 'Iron', 'Pack ’n play/Travel crib - always at the listing', 'Clothing storage: closet', 'Cleaning products']"
